N	Speaker ID	Task	Evaluation	Target	Response	Hit	Correct	Target Utterance	Responsed Utterance	Number of Syllables	TargetC	TargetV	RespC	RespV	TargetCManner	TargetCVoice	TargetCPlace	RespCanner	RespVoice	RespPlace	CorrC	CorrV	CorrManner	CorrVoice	CorrPlace	
177	CA217	QL2	H25	du	du	C	1	ti fe du ne	ti fe du ne	4	d	u	d	u	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
178	CA217	QL2	H25	ne	ne	C	1	ti fe du ne	ti fe du ne	4	n	e	n	e	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
179	CA217	QL2	H25	ti	ti	C	1	ti yo	ti yo	2	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
180	CA217	QL2	H25	yo	yo	C	1	ti yo	ti yo	2	y	o	y	o	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
181	CA217	QL2	H25	no	no	C	1	no fe	no fe	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
182	CA217	QL2	H25	fe	fe	C	1	no fe	no fe	2	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
183	CA217	QL2	H25	pe	pe	C	1	pe ta ti	pe ta ti	3	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
184	CA217	QL2	H25	ta	ta	C	1	pe ta ti	pe ta ti	3	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
185	CA217	QL2	H25	ti	ti	C	1	pe ta ti	pe ta ti	3	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
186	CA217	QL2	H25	la	la	C	1	la do	la do	2	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
187	CA217	QL2	H25	do	do	C	1	la do	la do	2	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
188	CA217	QL2	H25	mu	mu	C	1	mu no	mu no	2	m	u	m	u	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
189	CA217	QL2	H25	no	no	C	1	mu no	mu no	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
190	CA217	QL2	H25	za	za	C	1	za lu	za lo	2	z	a	z	a	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
191	CA217	QL2	H25	lu	lo	S	0	za lu	za lo	2	l	u	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	0	1	1	1	
192	CA217	QL2	H25	ka	ka	C	1	ka rro ma to	ka rro ma to	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
193	CA217	QL2	H25	rro	rro	C	1	ka rro ma to	ka rro ma to	4	rr	o	rr	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
194	CA217	QL2	H25	ma	ma	C	1	ka rro ma to	ka rro ma to	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
195	CA217	QL2	H25	to	to	C	1	ka rro ma to	ka rro ma to	4	t	o	t	o	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
196	CA217	QL2	H25	rri	rri	C	1	rri bu po	rri bu po	3	rr	i	rr	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
197	CA217	QL2	H25	bu	bu	C	1	rri bu po	rri bu po	3	b	u	b	u	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
198	CA217	QL2	H25	po	po	C	1	rri bu po	rri bu po	3	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
199	CA217	QL2	H25	mu	mu	C	1	mu si ma	mu si ma	3	m	u	m	u	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
200	CA217	QL2	H25	si	si	C	1	mu si ma	mu si ma	3	s	i	s	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
201	CA217	QL2	H25	ma	ma	C	1	mu si ma	mu si ma	3	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
202	CA217	QL2	H25	de	be	S	0	de ba ti	be ba ti	3	d	e	b	e	Ocl	Voiced	Coronal	Ocl	Voiced	Frontal	0	1	1	1	0	
203	CA217	QL2	H25	ba	ba	C	1	de ba ti	be ba ti	3	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
204	CA217	QL2	H25	ti	ti	C	1	de ba ti	be ba ti	3	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
205	CA217	QL2	H25	di	di	C	1	di ne ro	di ne ro	3	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
206	CA217	QL2	H25	ne	ne	C	1	di ne ro	di ne ro	3	n	e	n	e	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
207	CA217	QL2	H25	ro	ro	C	1	di ne ro	di ne ro	3	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
208	CA217	QL2	H25	ni	ni	C	1	ni fu ba mi	ni fu ba mi	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
209	CA217	QL2	H25	fu	fu	C	1	ni fu ba mi	ni fu ba mi	4	f	u	f	u	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
210	CA217	QL2	H25	ba	ba	C	1	ni fu ba mi	ni fu ba mi	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
211	CA217	QL2	H25	mi	mi	C	1	ni fu ba mi	ni fu ba mi	4	m	i	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
212	CA217	QL2	H25	mo	mo	C	1	mo te	mo te	2	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
213	CA217	QL2	H25	te	te	C	1	mo te	mo te	2	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
214	CA217	QL2	H25	ko	ko	C	1	ko da	ko ga	2	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
215	CA217	QL2	H25	da	ga	S	0	ko da	ko ga	2	d	a	g	a	Ocl	Voiced	Coronal	Ocl	Voiced	back	0	1	1	1	0	
216	CA217	QL2	H25	ko	ko	C	1	ko zi	ko zi	2	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
217	CA217	QL2	H25	zi	zi	C	1	ko zi	ko zi	2	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
218	CA217	QL2	H25	di	di	C	1	di ku li te	di ku li te	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
219	CA217	QL2	H25	ku	ku	C	1	di ku li te	di ku li te	4	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
220	CA217	QL2	H25	li	li	C	1	di ku li te	di ku li te	4	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
221	CA217	QL2	H25	te	te	C	1	di ku li te	di ku li te	4	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
222	CA217	QL2	H25	ko	ko	C	1	ko pa te	ko pa te	3	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
223	CA217	QL2	H25	pa	pa	C	1	ko pa te	ko pa te	3	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
224	CA217	QL2	H25	te	te	C	1	ko pa te	ko pa te	3	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
225	CA217	QL2	H25	do	bo	S	0	do bu	bo bu	2	d	o	b	o	Ocl	Voiced	Coronal	Ocl	Voiced	Frontal	0	1	1	1	0	
226	CA217	QL2	H25	bu	bu	C	1	do bu	bo bu	2	b	u	b	u	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
227	CA217	QL2	H25	me	me	C	1	me po	me po	2	m	e	m	e	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
228	CA217	QL2	H25	po	po	C	1	me po	me po	2	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
229	CA217	QL2	H25	no	no	C	1	no che	no che	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
230	CA217	QL2	H25	che	che	C	1	no che	no che	2	ch	e	ch	e	Afic	Vless	Coronal	Afic	Vless	Coronal	1	1	1	1	1	
231	CA217	QL2	H25	fi	fi	C	1	fi lo zo fo	fi lo zo fo	4	f	i	f	i	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
232	CA217	QL2	H25	lo	lo	C	1	fi lo zo fo	fi lo zo fo	4	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
233	CA217	QL2	H25	zo	zo	C	1	fi lo zo fo	fi lo zo fo	4	z	o	z	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
234	CA217	QL2	H25	fo	fo	C	1	fi lo zo fo	fi lo zo fo	4	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
235	CA217	QL2	H25	pa	pa	C	1	pa do	pa do	2	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
236	CA217	QL2	H25	do	do	C	1	pa do	pa do	2	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
237	CA217	QL2	H25	ka	ka	C	1	ka yo	ka yo	2	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
238	CA217	QL2	H25	yo	yo	C	1	ka yo	ka yo	2	y	o	y	o	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
239	CA217	QL2	H25	ka	ka	C	1	ka pi tu lo	ka pi tu lo	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
240	CA217	QL2	H25	pi	pi	C	1	ka pi tu lo	ka pi tu lo	4	p	i	p	i	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
241	CA217	QL2	H25	tu	tu	C	1	ka pi tu lo	ka pi tu lo	4	t	u	t	u	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
242	CA217	QL2	H25	lo	lo	C	1	ka pi tu lo	ka pi tu lo	4	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
243	CA217	QL2	H25	lu	lu	C	1	lu xa	lu xa	2	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
244	CA217	QL2	H25	xa	xa	C	1	lu xa	lu xa	2	x	a	x	a	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
245	CA217	QL2	H25	ba	ba	C	1	ba ye	ba ye	2	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
246	CA217	QL2	H25	ye	ye	C	1	ba ye	ba ye	2	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
247	CA217	QL2	H25	ka	ka	C	1	ka ba ye mo	ka ba ye mo	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
248	CA217	QL2	H25	ba	ba	C	1	ka ba ye mo	ka ba ye mo	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
249	CA217	QL2	H25	ye	ye	C	1	ka ba ye mo	ka ba ye mo	4	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
250	CA217	QL2	H25	mo	mo	C	1	ka ba ye mo	ka ba ye mo	4	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
251	CA217	QL2	H25	ma	ma	C	1	ma nya na	ma nya na	3	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
252	CA217	QL2	H25	nya	nya	C	1	ma nya na	ma nya na	3	ny	a	ny	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
253	CA217	QL2	H25	na	na	C	1	ma nya na	ma nya na	3	n	a	n	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
254	CA217	QL2	H25	zi	si	S	0	zi da	si la	2	z	i	s	i	fric	Vless	Coronal	fric	Vless	Coronal	0	1	1	1	1	
255	CA217	QL2	H25	da	la	S	0	zi da	si la	2	d	a	l	a	Ocl	Voiced	Coronal	Aprox	Voiced	Coronal	0	1	0	1	1	
256	CA217	QL2	H25	ka	ka	C	1	ka rro nya	ka rro nya	3	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
257	CA217	QL2	H25	rro	rro	C	1	ka rro nya	ka rro nya	3	rr	o	rr	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
258	CA217	QL2	H25	nya	nya	C	1	ka rro nya	ka rro nya	3	ny	a	ny	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
259	CA217	QL2	H25	bi	bi	C	1	bi ga	bi ga	2	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
260	CA217	QL2	H25	ga	ga	C	1	bi ga	bi ga	2	g	a	g	a	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
261	CA217	QL2	H25	mo	mo	C	1	mo pe di ta	mo pe di ta	4	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
262	CA217	QL2	H25	pe	pe	C	1	mo pe di ta	mo pe di ta	4	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
263	CA217	QL2	H25	di	di	C	1	mo pe di ta	mo pe di ta	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
264	CA217	QL2	H25	ta	ta	C	1	mo pe di ta	mo pe di ta	4	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
265	CA217	QL3	H25	so	so	C	1	so ri	so ri	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
266	CA217	QL3	H25	ri	ri	C	1	so ri	so ri	2	r	i	r	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
267	CA217	QL3	H25	ye	ye	C	1	ye da	ye la	2	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
268	CA217	QL3	H25	da	la	S	0	ye da	ye la	2	d	a	l	a	Ocl	Voiced	Coronal	Aprox	Voiced	Coronal	0	1	0	1	1	
269	CA217	QL3	H25	ku	ku	C	1	ku fe	ku f*	2	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
270	CA217	QL3	H25	fe	f*	S	0	ku fe	ku f*	2	f	e	f	*	fric	Vless	Frontal	fric	Vless	Frontal	1	0	1	1	1	
271	CA217	QL3	H25	so	so	C	1	so ma	so do	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
272	CA217	QL3	H25	ma	do	S	0	so ma	so do	2	m	a	d	o	nas	Voiced	Frontal	Ocl	Voiced	Coronal	0	0	0	1	0	
273	CA217	QL3	H25	ka	ka	C	1	ka ba ye ro	ka ba ye ro	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
274	CA217	QL3	H25	ba	ba	C	1	ka ba ye ro	ka ba ye ro	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
275	CA217	QL3	H25	ye	ye	C	1	ka ba ye ro	ka ba ye ro	4	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
276	CA217	QL3	H25	ro	ro	C	1	ka ba ye ro	ka ba ye ro	4	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
277	CA217	QL3	H25	be	be	C	1	be na	be na	2	b	e	b	e	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
278	CA217	QL3	H25	na	na	C	1	be na	be na	2	n	a	n	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
279	CA217	QL3	H25	mu	mu	C	1	mu si ka	mu si ka	3	m	u	m	u	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
280	CA217	QL3	H25	si	si	C	1	mu si ka	mu si ka	3	s	i	s	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
281	CA217	QL3	H25	ka	ka	C	1	mu si ka	mu si ka	3	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
282	CA217	QL3	H25	di	di	C	1	di ku	di ku	2	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
283	CA217	QL3	H25	ku	ku	C	1	di ku	di ku	2	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
284	CA217	QL3	H25	ka	ka	C	1	ka mi ro	ka mi ro	3	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
285	CA217	QL3	H25	mi	mi	C	1	ka mi ro	ka mi ro	3	m	i	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
286	CA217	QL3	H25	ro	ro	C	1	ka mi ro	ka mi ro	3	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
287	CA217	QL3	H25	me	me	C	1	me ze do ra	me ze do ra	4	m	e	m	e	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
288	CA217	QL3	H25	ze	ze	C	1	me ze do ra	me ze do ra	4	z	e	z	e	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
289	CA217	QL3	H25	do	do	C	1	me ze do ra	me ze do ra	4	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
290	CA217	QL3	H25	ra	ra	C	1	me ze do ra	me ze do ra	4	r	a	r	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
291	CA217	QL3	H25	fe	ze	S	0	fe bi	ze bi	2	f	e	z	e	fric	Vless	Frontal	fric	Vless	Coronal	0	1	1	1	0	
292	CA217	QL3	H25	bi	bi	C	1	fe bi	ze bi	2	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
293	CA217	QL3	H25	ka	ka	C	1	ka xo	ka xo	2	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
294	CA217	QL3	H25	xo	xo	C	1	ka xo	ka xo	2	x	o	x	o	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
295	CA217	QL3	H25	pa	pa	C	1	pa li xo	pa li xo	3	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
296	CA217	QL3	H25	li	li	C	1	pa li xo	pa li xo	3	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
297	CA217	QL3	H25	xo	xo	C	1	pa li xo	pa li xo	3	x	o	x	o	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
298	CA217	QL3	H25	bi	bi	C	1	bi la	bi la	2	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
299	CA217	QL3	H25	la	la	C	1	bi la	bi la	2	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
300	CA217	QL3	H25	me	me	C	1	me di zi ra	me di zi ra	4	m	e	m	e	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
301	CA217	QL3	H25	di	di	C	1	me di zi ra	me di zi ra	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
302	CA217	QL3	H25	zi	zi	C	1	me di zi ra	me di zi ra	4	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
303	CA217	QL3	H25	ra	ra	C	1	me di zi ra	me di zi ra	4	r	a	r	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
304	CA217	QL3	H25	la	la	C	1	la ti ga fo	la ti ga fo	4	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
305	CA217	QL3	H25	ti	ti	C	1	la ti ga fo	la ti ga fo	4	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
306	CA217	QL3	H25	ga	ga	C	1	la ti ga fo	la ti ga fo	4	g	a	g	a	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
307	CA217	QL3	H25	fo	fo	C	1	la ti ga fo	la ti ga fo	4	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
308	CA217	QL3	H25	no	no	C	1	no fe ba	no fe ba	3	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
309	CA217	QL3	H25	fe	fe	C	1	no fe ba	no fe ba	3	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
310	CA217	QL3	H25	ba	ba	C	1	no fe ba	no fe ba	3	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
311	CA217	QL3	H25	lu	lu	C	1	lu fo	lu fo	2	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
312	CA217	QL3	H25	fo	fo	C	1	lu fo	lu fo	2	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
313	CA217	QL3	H25	ta	ta	C	1	ta po di no	ta po di no	4	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
314	CA217	QL3	H25	po	po	C	1	ta po di no	ta po di no	4	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
315	CA217	QL3	H25	di	di	C	1	ta po di no	ta po di no	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
316	CA217	QL3	H25	no	no	C	1	ta po di no	ta po di no	4	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
317	CA217	QL3	H25	fi	fi	C	1	fi lo so fo	fi lo so fo	4	f	i	f	i	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
318	CA217	QL3	H25	lo	lo	C	1	fi lo so fo	fi lo so fo	4	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
319	CA217	QL3	H25	so	so	C	1	fi lo so fo	fi lo so fo	4	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
320	CA217	QL3	H25	fo	fo	C	1	fi lo so fo	fi lo so fo	4	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
321	CA217	QL3	H25	ni	ni	C	1	ni bo fe ma	ni bo fe rra	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
322	CA217	QL3	H25	bo	bo	C	1	ni bo fe ma	ni bo fe rra	4	b	o	b	o	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
323	CA217	QL3	H25	fe	fe	C	1	ni bo fe ma	ni bo fe rra	4	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
324	CA217	QL3	H25	ma	rra	S	0	ni bo fe ma	ni bo fe rra	4	m	a	rr	a	nas	Voiced	Frontal	Aprox	Voiced	Coronal	0	1	0	1	0	
325	CA217	QL3	H25	mi	mi	C	1	mi ri ya	mi ri ya	3	m	i	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
326	CA217	QL3	H25	ri	ri	C	1	mi ri ya	mi ri ya	3	r	i	r	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
327	CA217	QL3	H25	ya	ya	C	1	mi ri ya	mi ri ya	3	y	a	y	a	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
328	CA217	QL3	H25	fi	fi	C	1	fi bu fe ni	fi bu fe ne	4	f	i	f	i	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
329	CA217	QL3	H25	bu	bu	C	1	fi bu fe ni	fi bu fe ne	4	b	u	b	u	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
330	CA217	QL3	H25	fe	fe	C	1	fi bu fe ni	fi bu fe ne	4	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
331	CA217	QL3	H25	ni	ne	S	0	fi bu fe ni	fi bu fe ne	4	n	i	n	e	nas	Voiced	Coronal	nas	Voiced	Coronal	1	0	1	1	1	
332	CA217	QL3	H25	so	so	C	1	so ga	so ga	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
333	CA217	QL3	H25	ga	ga	C	1	so ga	so ga	2	g	a	g	a	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
334	CA217	QL3	H25	mo	mo	C	1	mo pa so ka	mo pa so ka	4	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
335	CA217	QL3	H25	pa	pa	C	1	mo pa so ka	mo pa so ka	4	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
336	CA217	QL3	H25	so	so	C	1	mo pa so ka	mo pa so ka	4	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
337	CA217	QL3	H25	ka	ka	C	1	mo pa so ka	mo pa so ka	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
338	CA217	QL3	H25	ma	ma	C	1	ma ni be la	ma ni be la	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
339	CA217	QL3	H25	ni	ni	C	1	ma ni be la	ma ni be la	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
340	CA217	QL3	H25	be	be	C	1	ma ni be la	ma ni be la	4	b	e	b	e	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
341	CA217	QL3	H25	la	la	C	1	ma ni be la	ma ni be la	4	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
342	CA217	QL3	H25	pe	pe	C	1	pe ta te	pe ta te	3	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
343	CA217	QL3	H25	ta	ta	C	1	pe ta te	pe ta te	3	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
